127.0.0.1 - - [27/Oct/2024:04:17:32 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:18:33 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:19:33 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:20:34 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:21:34 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:22:35 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:23:35 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:24:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:25:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:26:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:27:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:28:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:29:36 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:30:37 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:31:37 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:36:31 +0000] "GET /help HTTP/1.1" 502 2026 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:37:32 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
127.0.0.1 - - [27/Oct/2024:04:38:32 +0000] "GET /help HTTP/1.1" 200 27419 "" "curl/8.9.1-DEV" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET / HTTP/1.1" 302 110 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /users/sign_in HTTP/1.1" 200 4674 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" 2.48
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/page_bundles/login-d3d6bc53e95a451be9ab770d7a515d686002ad44c6493bfac5caab63ebe9db94.css HTTP/1.1" 200 402 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/page_bundles/commit_description-065c52911d70ac846b47cc0f64e7a6e0d3daadd0cd34f5788259712569dc0dc3.css HTTP/1.1" 200 416 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/application-487de60d9ab3205ffe87ebd3b4dad8a80e7fa602d5390d64849d67476445b683.css HTTP/1.1" 200 116514 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/page_bundles/work_items-1a645abe79ac6548485568d8d034b67a35f8417ffba26e5da4b581e79dff7ba7.css HTTP/1.1" 200 2255 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/tailwind-c4a59d85bb930bf2e7ecc96190d540b832d994119d6a38a97cb684ad82e28053.css HTTP/1.1" 200 11074 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/application_utilities-be9c243fb45936837f5df8f56b584844abb57127eb153b72a5f74f5fdfcf6388.css HTTP/1.1" 200 994 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/fonts-fae5d3f79948bd85f18b6513a025f863b19636e85b09a1492907eb4b1bb0557b.css HTTP/1.1" 200 399 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/webpack/runtime.aa3289d3.bundle.js HTTP/1.1" 200 7406 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/highlight/themes/white-1285cce1be88ce2ec9caaa6f50ee58d75ce1412f0c5b019194f2477139509e18.css HTTP/1.1" 200 2130 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/webpack/main.3c711c2b.chunk.js HTTP/1.1" 200 306098 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
172.22.0.1 - - [27/Oct/2024:04:38:35 +0000] "GET /assets/webpack/graphql.e1f11a07.chunk.js HTTP/1.1" 200 10850 "http://localhost:82/users/sign_in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36" -
